input_text,target_text,style
"But quiet , be quiet a minute .","But soft , but soft a while .",shakespeare
"Here comes the king , the queen , and the noblemen of court .","Here comes the king , The queen , the courtiers , who is this they follow , And with such maimed rites ?",shakespeare
Who are they following ?,This doth betoken The corse they follow did with desperate hand Fordo its own life .,shakespeare
Let's stay and watch a while .,Couch we a while and mark .,shakespeare
What other rites are you going to give her ?,What ceremony else ?,shakespeare
She deserves to have rocks and stones thrown on her body .,"For charitable prayers Shards , flints and pebbles should be thrown on her .",shakespeare
"But she has had prayers read for her and is dressed up like a pure virgin , with flowers tossed on her grave and the bell tolling for her .","Yet here she is allowed her virgin crants , Her maiden strewments , and the bringing home Of bell and burial .",shakespeare
Isn't there any other rite you can perform ?,Must there no more be done ?,shakespeare
"No , nothing .",No more be done .,shakespeare
We would profane the other dead souls here if we sang the same requiem for her that we sang for them .,We should profane the service of the dead To sing a requiem and such rest to her As to peace-parted souls .,shakespeare
"Lay her in the ground , and let violets bloom from her lovely and pure flesh !","Lay her i ' th ' earth , And from her fair and unpolluted flesh May violets spring !",shakespeare
"I'm telling you , you jerk priest , my sister will be an angel in heaven while you're howling in hell .","I tell thee , churlish priest , A ministering angel shall my sister be When thou liest howling .",shakespeare
Sweet flowers for a sweet girl .,Sweets to the sweet .,shakespeare
Goodbye !,Farewell !,shakespeare
"Oh , damn three times , damn ten times the evil man whose wicked deed deprived you of your ingenious mind .","Oh , treble woe Fall ten times treble on that cursed head , Whose wicked deed thy most ingenious sense Deprived thee of !",shakespeare
Hold off burying her until I've caught her in my arms once more .,Hold off the earth awhile Till I have caught her once more in mine arms .,shakespeare
That's no way to pray .,Hold off thy hand .,shakespeare
Pull them apart .,Pluck them asunder .,shakespeare
"Oh , my son , what issue is that ?","O my son , what theme ?",shakespeare
I loved Ophelia .,I loved Ophelia .,shakespeare
"Forty thousand brothers , if you added all their love together , couldn't match mine .",Forty thousand brothers Could not with all their quantity of love Make up my sum .,shakespeare
What are you going to do for her ?,What wilt thou do for her ?,shakespeare
"Oh , he's crazy , Laertes !","O , he is mad , Laertes .",shakespeare
"For the love of God , be patient with him .","For love of God , forbear him .",shakespeare
"Damn it , show me what you're going to do for her .","Swounds , show me what thou'lt do .",shakespeare
Will you cry ?,Woo't weep ?,shakespeare
Fight ?,Woo't fight ?,shakespeare
Stop eating ?,Woo't fast ?,shakespeare
Cut yourself ?,Woo't tear thyself ?,shakespeare
I'll do all that .,I'll do 't .,shakespeare
"And if you rattle on about mountains , then let them throw millions of acres over us .","And if thou prate of mountains let them throw Millions of acres on us , till our ground , Singeing his pate against the burning zone , Make Ossa like a wart !",shakespeare
This is pure insanity .,This is mere madness .,shakespeare
He'll be like this for a little while .,And thus a while the fit will work on him .,shakespeare
Then he'll be as calm and quiet as a dove waiting for her eggs to hatch .,"Anon , as patient as the female dove When that her golden couplets are disclosed , His silence will sit drooping .",shakespeare
I always loved you .,I loved you ever .,shakespeare
But it doesn't matter .,But it is no matter .,shakespeare
"Please , Horatio , go with him .","I pray thee , good Horatio , wait upon him .",shakespeare
Who's there ?,Who's there ?,shakespeare
"No , who are Long live the king !",Long live the king !,shakespeare
Is that Barnardo ?,Barnardo ?,shakespeare
"Yes , it's me .",He .,shakespeare
You've come right on time .,You come most carefully upon your hour .,shakespeare
The clock's just striking twelve .,Tis now struck twelve .,shakespeare
"Go home to bed , Francisco .","Get thee to bed , Francisco .",shakespeare
Thanks for letting me go .,For this relief much thanks .,shakespeare
"It's bitterly cold out , and I'm depressed .","Tis bitter cold , And I am sick at heart .",shakespeare
Has it been a quiet night ?,Have you had quiet guard ?,shakespeare
I haven't even heard a mouse squeak .,Not a mouse stirring .,shakespeare
"Well , good night .","Well , good night .",shakespeare
"If you happen to see Horatio and Marcellus , who are supposed to stand guard with me tonight , tell them to hurry .","If you do meet Horatio and Marcellus , The rivals of my watch , bid them make haste .",shakespeare
I think I hear them .,"I think I hear them. , Stand , ho !",shakespeare
That's enough about that .,"So much for this , sir .",shakespeare
Now I'll tell you the other story about my journey .,Now shall you see the other .,shakespeare
Do you remember the circumstances ?,You do remember all the circumstance ?,shakespeare
"How could I forget , my lord !","Remember it , my lord ?",shakespeare
There was a kind of war in my brain that wouldn't let me sleep .,"Sir , in my heart there was a kind of fighting That would not let me sleep .",shakespeare
It was worse than being a captive in chains .,Methought I lay Worse than the mutines in the bilboes .,shakespeare
Is it possible ?,Is 't possible ?,shakespeare
"Yes , please tell me .",I beseech you .,shakespeare
Do you want to know what I wrote ?,Wilt thou know Th ' effect of what I wrote ?,shakespeare
"Yes , my lord .","Ay , good my lord .",shakespeare
"I had my father's signet ring in my pocket , with the royal seal of Denmark on it .","I had my father's signet in my purse , Which was the model of that Danish seal .",shakespeare
"I folded up the new document , signed it , sealed it , and put it safely back so that no one noticed any difference .","Folded the writ up in form of th ' other , Subscribed it , gave 't th ' impression , placed it safely , The changeling never known .",shakespeare
"The next day we had our fight at sea , and you know what happened after that .","Now , the next day Was our sea fight , and what to this was sequent Thou know'st already .",shakespeare
So Rosencrantz and Guildenstern are in for it .,So Guildenstern and Rosencrantz go to 't .,shakespeare
"Man , they were asking for it .","Why , man , they did make love to this employment .",shakespeare
I don't feel guilty about them at all .,They are not near my conscience .,shakespeare
They got what they deserved .,Their defeat Does by their own insinuation grow .,shakespeare
It's always dangerous when little people get caught in the crossfire of mighty opponents .,Tis dangerous when the baser nature comes Between the pass and fell incensed points Of mighty opposites .,shakespeare
What a king Claudius is !,"Why , what a king is this !",shakespeare
"Isn't it completely moral to kill him now with this sword , and an easy conscience ?",is 't not perfect conscience To quit him with this arm ?,shakespeare
And wouldn't I be damned if I let this monster live to do more harm ?,And is 't not to be damned To let this canker of our nature come In further evil ?,shakespeare
He'll find out soon what happened in England .,It must be shortly known to him from England What is the issue of the business there .,shakespeare
Soon enough .,It will be short .,shakespeare
But I have the meantime .,The interim's mine .,shakespeare
I'll be nice to him .,I'll court his favors .,shakespeare
It was just that the showiness of his grief sent me into a fury .,But sure the bravery of his grief did put me Into a towering passion .,shakespeare
"Hang on a minute , who are you ?","Peace. , Who comes here ?",shakespeare
"Welcome back to Denmark , my lord .",Your lordship is right welcome back to Denmark .,shakespeare
"Thank you kindly , sir .","I humbly thank you , sir .",shakespeare
"My lord , if you have a free moment , I have a message from His Majesty .","Sweet lord , if your lordship were at leisure , I should impart a thing to you from His Majesty .",shakespeare
"No thank you , my lord .",I thank your lordship .,shakespeare
It's very hot .,It is very hot .,shakespeare
